Competition Schedule for 2021: The Event Line-up for Each Session of the Olympic Games Tokyo 2020;;;;;;
SPORT(DISCIPLINE);VENUE;DATE;START TIME;END TIME;EVENT;
Beach Volleyball;Shiokaze Park;2021-07-27;20:00;22:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-28;09:00;11:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-28;15:00;17:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-28;20:00;22:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-29;09:00;11:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-29;15:00;17:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-29;20:00;22:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-30;09:00;11:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-30;15:00;17:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-30;20:00;22:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-31;09:00;11:50;Men's or Women's Preliminaries (3 matches);
Beach Volleyball;Shiokaze Park;2021-07-31;15:00;17:50;"Men's or Women's Preliminaries (2 matches) /
Men's or Women's Lucky Loser (1 match)";
Beach Volleyball;Shiokaze Park;2021-07-31;20:00;22:50;Men's or Women's Lucky Loser (3 matches);
Beach Volleyball;Shiokaze Park;2021-08-01;09:00;10:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-01;13:00;14:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-01;17:00;18:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-01;21:00;22:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-02;09:00;10:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-02;13:00;14:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-02;17:00;18:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-02;21:00;22:50;Men's or Women's Round of 16 (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-03;09:00;10:50;Women's Quarterfinals (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-03;21:00;22:50;Women's Quarterfinals (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-04;09:00;10:50;Men's Quarterfinals (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-04;21:00;22:50;Men's Quarterfinals (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-05;09:00;10:50;Men's or Women's Semifinals (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-05;21:00;22:50;Men's or Women's Semifinals (2 matches);
Beach Volleyball;Shiokaze Park;2021-08-06;10:00;12:50;"Women's Bronze Medal Match /
Women's Gold Medal Match / Women's Victory Ceremony";
Beach Volleyball;Shiokaze Park;2021-08-07;10:00;12:50;Men's Bronze Medal Match / Men's Gold Medal Match / Men's Victory Ceremony;
Boxing;Kokugikan Arena;2021-07-24;11:00;14:30;"Women's Feather (54-57kg) Round of 32 / Men's Welter (63-69kg) Round of 32 / Men's Light Heavy (75-81kg) Round of 32 /
Men's Heavy (81-91kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-24;17:00;20:30;"Women's Feather (54-57kg) Round of 32 / Men's Welter (63-69kg) Round of 32 / Men's Light Heavy (75-81kg) Round of 32 /
Men's Heavy (81-91kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-25;11:00;14:45;"Women's Fly (48-51kg) Round of 32 / Women's Welter (64-69kg) Round of 32 / Men's Middle (69-75kg) Round of 32 /
Men's Super Heavy (+91kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-25;17:00;20:45;"Women's Fly (48-51kg) Round of 32 / Women's Welter (64-69kg) Round of 32 / Men's Middle (69-75kg) Round of 32 /
Men's Super Heavy (+91kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-26;11:00;14:45;"Women's Feather (54-57kg) Round of 16 / Men's Feather (52-57kg) Round of 32 /
Men's Welter (63-69kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-26;17:00;20:45;"Women's Feather (54-57kg) Round of 16 /
Men's Feather (52-57kg) Round of 32 / Men's Welter (63-69kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-27;11:00;14:45;"Women's Welter (64-69kg) Round of 16 / Men's Light (57-63kg) Round of 32 /
Men's Light Heavy (75-81kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-27;17:00;20:45;"Women's Welter (64-69kg) Round of 16 / Men's Light (57-63kg) Round of 32 /
Men's Light Heavy (75-81kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-28;11:00;14:45;"Women's Feather (54-57kg) Quarterfinals / Women's Light (57-60kg) Round of 32 / Women's Middle (69-75kg) Round of 16 /
Men's Fly (48-52kg) Round of 32";
Boxing;Kokugikan Arena;2021-07-28;17:00;20:45;"Women's Feather (54-57kg) Quarterfinals / Women's Light (57-60kg) Round of 32 / Women's Middle (69-75kg) Round of 16 /
Men's Fly (48-52kg) Round of 32";
Boxing;Kokugikan Arena;2021-07-29;11:00;14:10;"Women's Fly (48-51kg) Round of 16 / Men's Feather (52-57kg) Round of 16 /
Men's Middle (69-75kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-29;17:00;20:10;"Women's Fly (48-51kg) Round of 16 / Men's Feather (52-57kg) Round of 16 /
Men's Middle (69-75kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-30;11:00;14:10;"Women's Light (57-60kg) Round of 16 / Women's Welter (64-69kg) Quarterfinals / Men's Welter (63-69kg) Quarterfinals / Men's Light Heavy (75-81kg) Quarterfinals /
Men's Heavy (81-91kg) Quarterfinals";
Boxing;Kokugikan Arena;2021-07-30;17:00;20:10;"Women's Light (57-60kg) Round of 16 / Women's Welter (64-69kg) Quarterfinals / Men's Welter (63-69kg) Quarterfinals / Men's Light Heavy (75-81kg) Quarterfinals /
Men's Heavy (81-91kg) Quarterfinals";
Boxing;Kokugikan Arena;2021-07-31;11:00;13:55;"Women's Feather (54-57kg) Semifinal / Women's Middle (69-75kg) Quarterfinals / Men's Fly (48-52kg) Round of 16 /
Men's Light (57-63kg) Round of 16";
Boxing;Kokugikan Arena;2021-07-31;17:00;19:55;"Women's Feather (54-57kg) Semifinal / Women's Middle (69-75kg) Quarterfinals / Men's Fly (48-52kg) Round of 16 /
Men's Light (57-63kg) Round of 16";
Boxing;Kokugikan Arena;2021-08-01;11:00;13:40;"Women's Fly (48-51kg) Quarterfinals / Men's Feather (52-57kg) Quarterfinals / Men's Welter (63-69kg) Semifinal / Men's Middle (69-75kg) Quarterfinals / Men's Light Heavy (75-81kg) Semifinal /
Men's Super Heavy (+91kg) Quarterfinals";
Boxing;Kokugikan Arena;2021-08-01;17:00;19:40;"Women's Fly (48-51kg) Quarterfinals / Men's Feather (52-57kg) Quarterfinals / Men's Welter (63-69kg) Semifinal / Men's Middle (69-75kg) Quarterfinals / Men's Light Heavy (75-81kg) Semifinal /
Men's Super Heavy (+91kg) Quarterfinals";
Boxing;Kokugikan Arena;2021-08-03;11:00;13:40;"Men's Fly (48-52kg) Quarterfinals / Men's Feather (52-57kg) Semifinal / Men's Light (57-63kg) Quarterfinals / Men's Heavy (81-91kg) Semifinal / Women's Light (57-60kg) Quarterfinals / Women's Feather (54-57kg) Final /
Women's Feather (54-57kg) Victory Ceremony";
Boxing;Kokugikan Arena;2021-08-03;17:00;19:40;"Women's Light (57-60kg) Quarterfinals / Men's Fly (48-52kg) Quarterfinals / Men's Feather (52-57kg) Semifinal / Men's Light (57-63kg) Quarterfinals / Men's Heavy (81-91kg) Semifinal / Men's Welter (63-69kg) Final /
Men's Welter (63-69kg) Victory Ceremony";
Boxing;Kokugikan Arena;2021-08-04;14:00;16:10;"Women's Fly (48-51kg) Semifinals / Women's Welter (64-69kg) Semifinals / Men's Super Heavy (+91kg) Semifinals / Men's Light Heavy (75-81kg) Final /
Men's Light Heavy (75-81kg) Victory Ceremony";
Boxing;Kokugikan Arena;2021-08-05;14:00;16:10;"Women's Light (57-60kg) Semifinals / Men's Fly (48-52kg) Semifinals / Men's Middle (69-75kg) Semifinals / Men's Feather (52-57kg) Final /
Men's Feather (52-57kg) Victory Ceremony";
Boxing;Kokugikan Arena;2021-08-06;14:00;15:40;"Women's Middle (69-75kg) Semifinals / Men's Light (57-63kg) Semifinals / Men's Heavy (81-91kg) Final /
Men's Heavy (81-91kg) Victory Ceremony";
Boxing;Kokugikan Arena;2021-08-07;14:00;15:55;"Men's Fly (48-52kg) Final / Men's Middle (69-75kg) Final /
Men's Fly (48-52kg) Victory Ceremony / Women's Fly (48-51kg) Final /
Men's Middle (69-75kg) Victory Ceremony / Women's Welter (64-69kg) Final /  Women's Fly (48-51kg) Victory Ceremony /
Women's Welter (64-69kg) Victory Ceremony";
Boxing;Kokugikan Arena;2021-08-08;14:00;15:55;"Women's Light (57-60kg) Final / Women's Middle (69-75kg) Final /
Women's Light (57-60kg) Victory Ceremony / Men's Light (57-63kg) Final /
Women's Middle (69-75kg) Victory Ceremony / Men's Super Heavy (+91kg) Final /
Men's Light (57-63kg) Victory Ceremony /
Men's Super Heavy (+91kg) Victory Ceremony /";
Canoe Slalom;Kasai Canoe Slalom Centre;2021-07-25;13:00;16:45;"Canoe (C1) Men Heats /
Kayak (K1) Women Heats";
Canoe Slalom;Kasai Canoe Slalom Centre;2021-07-26;14:00;16:45;"Canoe (C1) Men Semi-final / Canoe (C1) Men Final /
Canoe (C1) Men Victory Ceremony";
Canoe Slalom;Kasai Canoe Slalom Centre;2021-07-27;14:00;17:00;"Kayak (K1) Women Semi-final / Kayak (K1) Women Final /
Kayak (K1) Women Victory Ceremony";
Canoe Slalom;Kasai Canoe Slalom Centre;2021-07-28;13:00;16:45;"Canoe (C1) Women Heats /
Kayak (K1) Men Heats";
Canoe Slalom;Kasai Canoe Slalom Centre;2021-07-29;14:00;16:45;"Canoe (C1) Women Semi-final / Canoe (C1) Women Final /
Canoe (C1) Women Victory Ceremony";
Canoe Slalom;Kasai Canoe Slalom Centre;2021-07-30;14:00;17:00;"Kayak (K1) Men Semi-final / Kayak (K1) Men Final /
Kayak (K1) Men Victory Ceremony";
Canoe Sprint;Sea Forest Waterway;2021-08-02;09:30;13:00;"Women's Kayak Single 200m Heats / Men's Canoe Double 1000m Heats / Men's Kayak Single 1000m Heats / Women's Kayak Double 500m Heats /
Women's Kayak Single 200m Quarterfinals / Men's Canoe Double 1000m Quarterfinals / Men's Kayak Single 1000m Quarterfinals /
Women's Kayak Double 500m Quarterfinals";
Canoe Sprint;Sea Forest Waterway;2021-08-03;09:30;13:15;"Women's Kayak Single 200m Semifinals / Men's Canoe Double 1000m Semifinals / Men's Kayak Single 1000m Semifinals / Women's Kayak Double 500m Semifinals / Women's Kayak Single 200m Finals / Men's Canoe Double 1000m Finals /
Women's Kayak Single 200m Victory Ceremony / Men's Kayak Single 1000m Finals /
Men's Canoe Double 1000m Victory Ceremony / Women's Kayak Double 500m Finals /
Men's Kayak Single 1000m Victory Ceremony /
Women's Kayak Double 500m Victory Ceremony";
Canoe Sprint;Sea Forest Waterway;2021-08-04;09:30;12:40;"Men's Kayak Single 200m Heats / Women's Canoe Single 200m Heats / Women's Kayak Single 500m Heats / Men's Kayak Double 1000m Heats / Men's Kayak Single 200m Quarterfinals /
Women's Canoe Single 200m Quarterfinals / Women's Kayak Single 500m Quarterfinals /
Men's Kayak Double 1000m Quarterfinals";
Canoe Sprint;Sea Forest Waterway;2021-08-05;09:30;13:05;"Men's Kayak Single 200m Semifinals / Women's Canoe Single 200m Semifinals / Women's Kayak Single 500m Semifinals / Men's Kayak Double 1000m Semifinals / Men's Kayak Single 200m Finals / Women's Canoe Single 200m Finals /
Men's Kayak Single 200m Victory Ceremony / Women's Kayak Single 500m Finals /
Women's Canoe Single 200m Victory Ceremony / Men's Kayak Double 1000m Finals /
Women's Kayak Single 500m Victory Ceremony /
Men's Kayak Double 1000m Victory Ceremony";
Canoe Sprint;Sea Forest Waterway;2021-08-06;09:30;11:40;"Women's Canoe Double 500m Heats / Men's Canoe Single 1000m Heats / Women's Kayak Four 500m Heats / Men's Kayak Four 500m Heats /
Women's Canoe Double 500m Quarterfinals /
Men's Canoe Single 1000m Quarterfinals";
Canoe Sprint;Sea Forest Waterway;2021-08-07;09:30;12:50;"Women's Canoe Double 500m Semifinals / Men's Canoe Single 1000m Semifinals / Women's Kayak Four 500m Semifinals / Men's Kayak Four 500m Semifinals / Women's Canoe Double 500m Finals / Men's Canoe Single 1000m Finals /
Women's Canoe Double 500m Victory Ceremony / Women's Kayak Four 500m Final /
Men's Canoe Single 1000m Victory Ceremony / Men's Kayak Four 500m Final /
Women's Kayak Four 500m Victory Ceremony /
Men's Kayak Four 500m Victory Ceremony";
Cycling BMX Freestyle;Ariake Urban Sports Park;2021-07-31;10:10;12:20;"Women's Freestyle Park Seeding /
Men's Freestyle Park Seeding";
Cycling BMX Freestyle;Ariake Urban Sports Park;2021-08-01;10:10;12:45;"Women's Freestyle Park Final / Men's Freestyle Park Final /
Women's Freestyle Park Victory Ceremony /
Men's Freestyle Park Victory Ceremony";
Cycling BMX Racing;Ariake Urban Sports Park;2021-07-29;10:00;12:00;"Men's Racing Quarterfinals /
Women's Racing Quarterfinals";
Cycling BMX Racing;Ariake Urban Sports Park;2021-07-30;10:00;12:20;"Men's Racing Semifinals / Women's Racing Semifinals / Men's Racing Final / Women's Racing Final /
Men's Racing Victory Ceremony /
Women's Racing Victory Ceremony";
Cycling Mountain Bike;Izu MTB Course;2021-07-26;15:00;17:00;"Men's Cross-country /
Men's Cross-country Victory Ceremony";
Cycling Mountain Bike;Izu MTB Course;2021-07-27;15:00;17:00;"Women's Cross-country /
Women's Cross-country Victory Ceremony";
Cycling Road;Fuji International Speedway;2021-07-24;11:00;18:15;"Men's Road Race /
Men's Road Race Victory Ceremony
*Start from Musashinonomori Park.";
Cycling Road;Fuji International Speedway;2021-07-25;13:00;17:35;"Women's Road Race /
Women's Road Race Victory Ceremony
*Start from Musashinonomori Park.";
Cycling Road;Fuji International Speedway;2021-07-28;11:30;17:40;"Women's Individual Time Trial /
Women's Individual Time Trial Victory Ceremony / Men's Individual Time Trial /
Men's Individual Time Trial Victory Ceremony";
Cycling Track;Izu Velodrome;2021-08-02;15:30;18:30;"Women's Team Sprint Qualifying / Women's Team Pursuit Qualifying / Women's Team Sprint First round / Men's Team Pursuit Qualifying / Women's Team Sprint Finals /
Women's Team Sprint Victory Ceremony";
Cycling Track;Izu Velodrome;2021-08-03;15:30;18:10;"Women's Team Pursuit First round / Men's Team Sprint Qualifying / Men's Team Pursuit First round / Men's Team Sprint First round / Women's Team Pursuit Finals / Men's Team Sprint Finals /
Women's Team Pursuit Victory Ceremony /
Men's Team Sprint Victory Ceremony";
Cycling Track;Izu Velodrome;2021-08-04;15:30;19:00;"Men's Sprint Qualifying / Women's Keirin First round / Men's Sprint 1/32 Finals / Women's Keirin Repechages /
Men's Sprint 1/32 Finals Repechages / Men's Team Pursuit Finals /
Men's Sprint 1/16 Finals /
Men's Team Pursuit Victory Ceremony / Men's Sprint 1/16 Finals Repechages";
Cycling Track;Izu Velodrome;2021-08-05;15:30;18:50;"Men's Omnium Scratch Race 1/4 / Men's Sprint 1/8 Finals /  Women's Keirin Quarterfinals /
Men's Sprint 1/8 Finals Repechages / Men's Omnium Tempo Race 2/4 / Men's Sprint Quarterfinals / Women's Keirin Semifinals /
Men's Omnium Elimination Race 3/4 / Women's Keirin Final 7-12 /
Women's Keirin Final 1-6 /  Men's Omnium Points Race 4/4 /
Men's Sprint Race for 5th-8th Places / Women's Keirin Victory Ceremony /
Men's Omnium  Victory Ceremony";
Cycling Track;Izu Velodrome;2021-08-06;15:30;19:15;"Women's Sprint Qualifying / Men's Sprint Semifinals / Women's Sprint 1/32 Finals /
Women's Sprint 1/32 Finals Repechages / Women's Madison Final /
Men's Sprint Finals / Women's Sprint 1/16 Finals /
Women's Madison Victory Ceremony / Women's Sprint 1/16 Finals Repechages / Men's Sprint Victory Ceremony";
Cycling Track;Izu Velodrome;2021-08-07;15:30;18:25;"Women's Sprint 1/8 Finals / Men's Keirin First Round /
Women's Sprint 1/8 Finals Repechages / Men's Keirin Repechages /
Women's Sprint Quarterfinals / Men's Madison Final /
Men's Madison Victory Ceremony";
Cycling Track;Izu Velodrome;2021-08-08;10:00;13:15;"Women's Omnium Scratch Race 1/4 / Women's Sprint Semifinals /
Men's Keirin Quarterfinals / Women's Omnium Tempo Race 2/4 /
Women's Sprint Race for 5th-8th Places / Men's Keirin Semifinals /
Women's Sprint Finals /
Women's Omnium Elimination Race 3/4 / Men's Keirin Final 7-12 /
Men's Keirin Final 1-6 /
Men's Keirin Victory Ceremony / Women's Omnium Points Race 4/4 / Women's Sprint Victory Ceremony / Women's Omnium Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-07-25;15:00;16:00;"Women's Synchronised 3m Springboard Final /
Women's Synchronised 3m Springboard Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-07-26;15:00;16:00;"Men's Synchronised 10m Platform Final /
Men's Synchronised 10m Platform Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-07-27;15:00;16:00;"Women's Synchronised 10m Platform Final /
Women's Synchronised 10m Platform Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-07-28;15:00;16:00;"Men's Synchronised 3m Springboard Final /
Men's Synchronised 3m Springboard Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-07-30;15:00;17:30;Women's 3m Springboard Preliminary;
Diving;Tokyo Aquatics Centre;2021-07-31;15:00;16:30;Women's 3m Springboard Semifinal;
Diving;Tokyo Aquatics Centre;2021-08-01;15:00;16:30;"Women's 3m Springboard Final /
Women's 3m Springboard Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-08-02;15:00;17:30;Men's 3m Springboard Preliminary;
Diving;Tokyo Aquatics Centre;2021-08-03;10:00;11:30;Men's 3m Springboard Semifinal;
Diving;Tokyo Aquatics Centre;2021-08-03;15:00;16:30;"Men's 3m Springboard Final /
Men's 3m Springboard Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-08-04;15:00;17:30;Women's 10m Platform Preliminary;
Diving;Tokyo Aquatics Centre;2021-08-05;10:00;11:30;Women's 10m Platform Semifinal;
Diving;Tokyo Aquatics Centre;2021-08-05;15:00;16:30;"Women's 10m Platform Final /
Women's 10m Platform Victory Ceremony";
Diving;Tokyo Aquatics Centre;2021-08-06;15:00;17:30;Men's 10m Platform Preliminary;
Diving;Tokyo Aquatics Centre;2021-08-07;10:00;11:30;Men's 10m Platform Semifinal;
Diving;Tokyo Aquatics Centre;2021-08-07;15:00;16:30;"Men's 10m Platform Final /
Men's 10m Platform Victory Ceremony";
Equestrian;Equestrian Park;2021-07-24;17:00;22:15;Dressage Grand Prix Team and Individual Day 1;
Equestrian;Equestrian Park;2021-07-25;17:00;22:15;Dressage Grand Prix Team and Individual Day 2;
Equestrian;Equestrian Park;2021-07-27;17:00;22:40;"Dressage Team Grand Prix Special /
Dressage Team Victory Ceremony";
Equestrian;Equestrian Park;2021-07-28;17:30;21:25;"Dressage Individual Grand Prix Freestyle /
Dressage Individual Victory Ceremony";
Equestrian;Equestrian Park;2021-07-30;08:30;11:00;Eventing Dressage Team and Individual Day 1 - Session 1;
Equestrian;Equestrian Park;2021-07-30;17:30;20:10;Eventing Dressage Team and Individual Day 1 - Session 2;
Equestrian;Equestrian Park;2021-07-31;08:30;11:00;Eventing Dressage Team and Individual Day 2 - Session 3;
Equestrian;Sea Forest Cross-Country Course;2021-08-01;07:45;11:10;Eventing Cross Country Team and Individual;
Equestrian;Equestrian Park;2021-08-02;17:00;22:25;"Eventing Jumping Team Final and Individual Qualifier / Eventing Jumping Individual Final /
Eventing Team Victory Ceremony /
Eventing Individual Victory Ceremony";
Equestrian;Equestrian Park;2021-08-03;19:00;22:45;Jumping Individual Qualifier;
Equestrian;Equestrian Park;2021-08-04;19:00;21:40;"Jumping Individual Final /
Jumping Individual Victory Ceremony";
Equestrian;Equestrian Park;2021-08-06;19:00;22:05;Jumping Team Qualifier;
Equestrian;Equestrian Park;2021-08-07;19:00;21:30;"Jumping Team Final /
Jumping Team Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-24;09:00;16:20;"Women's Epée Individual Table of 64 / Men's Sabre Individual Table of 64 / Women's Epée Individual Table of 32 / Men's Sabre Individual Table of 32 / Women's Epée Individual Table of 16 / Men's Sabre Individual Table of 16 / Women's Epée Individual Quarterfinals /
Men's Sabre Individual Quarterfinals";
Fencing;Makuhari Messe Hall B;2021-07-24;18:00;22:25;"Women's Epée Individual Semifinals / Men's Sabre Individual Semifinals /
Women's Epée Individual Bronze Medal Bout / Men's Sabre Individual Bronze Medal Bout / Women's Epée Individual Gold Medal Bout / Men's Sabre Individual Gold Medal Bout / Women's Epée Individual Victory Ceremony / Men's Sabre Individual Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-25;09:00;16:20;"Women's Foil Individual Table of 64 / Men's Epée Individual Table of 64 / Women's Foil Individual Table of 32 / Men's Epée Individual Table of 32 / Women's Foil Individual Table of 16 / Men's Epée Individual Table of 16 / Women's Foil Individual Quarterfinals /
Men's Epée Individual Quarterfinals";
Fencing;Makuhari Messe Hall B;2021-07-25;18:00;22:25;"Women's Foil Individual Semifinals / Men's Epée Individual Semifinals /
Women's Foil Individual Bronze Medal Bout / Men's Epée Individual Bronze Medal Bout / Women's Foil Individual Gold Medal Bout / Men's Epée Individual Gold Medal Bout / Women's Foil Individual Victory Ceremony / Men's Epée Individual Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-26;09:00;16:20;"Women's Sabre Individual Table of 64 / Men's Foil Individual Table of 64 / Women's Sabre Individual Table of 32 / Men's Foil Individual Table of 32 / Women's Sabre Individual Table of 16 / Men's Foil Individual Table of 16 / Women's Sabre Individual Quarterfinals /
Men's Foil Individual Quarterfinals";
Fencing;Makuhari Messe Hall B;2021-07-26;18:00;22:25;"Women's Sabre Individual Semifinals / Men's Foil Individual Semifinals /
Women's Sabre Individual Bronze Medal Bout / Men's Foil Individual Bronze Medal Bout / Women's Sabre Individual Gold Medal Bout / Men's Foil Individual Gold Medal Bout / Women's Sabre Individual Victory Ceremony /
Men's Foil Individual Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-27;10:00;15:20;"Women's Epée Team Table of 16 / Women's Epée Team Quarterfinals / Women's Epée Team Classification 5-8 / Women's Epée Team Semifinals / Women's Epée Team Placement 5-6 /
Women's Epée Team Placement 7-8";
Fencing;Makuhari Messe Hall B;2021-07-27;18:30;20:40;Women's Epée Team Bronze Medal Match / Women's Epée Team Gold Medal Match / Women's Epée Team Victory Ceremony;
Fencing;Makuhari Messe Hall B;2021-07-28;10:00;15:20;"Men's Sabre Team Table of 16 / Men's Sabre Team Quarterfinals / Men's Sabre Team Classification 5-8 / Men's Sabre Team Semifinals /  Men's Sabre Team Placement 5-6 /
Men's Sabre Team Placement 7-8";
Fencing;Makuhari Messe Hall B;2021-07-28;18:30;20:40;"Men's Sabre Team Bronze Medal Match / Men's Sabre Team Gold Medal Match /
Men's Sabre Team Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-29;09:00;16:25;"Women's Foil Team Table of 16 / Women's Foil Team Quarterfinals / Women's Foil Team Classification 5-8 / Women's Foil Team Semifinals / Women's Foil Team Placement 5-6 /
Women's Foil Team Placement 7-8";
Fencing;Makuhari Messe Hall B;2021-07-29;18:30;21:30;"Women's Foil Team Bronze Medal Match / Women's Foil Team Gold Medal Match /
Women's Foil Team Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-30;10:00;15:20;"Men's Epée Team Table of 16 / Men's Epée Team Quarterfinals / Men's Epée Team Classification 5-8 / Men's Epée Team Semifinals /  Men's Epée Team Placement 5-6 /
Men's Epée Team Placement 7-8";
Fencing;Makuhari Messe Hall B;2021-07-30;18:30;20:40;"Men's Epée Team Bronze Medal Match /
Men's Epée Team Gold Medal Match / Men's Epée Team Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-07-31;10:00;15:20;"Women's Sabre Team Table of 16 / Women's Sabre Team Quarterfinals / Women's Sabre Team Classification 5-8 / Women's Sabre Team Semifinals / Women's Sabre Team Placement 5-6 /
Women's Sabre Team Placement 7-8";
Fencing;Makuhari Messe Hall B;2021-07-31;18:30;20:40;"Women's Sabre Team Bronze Medal Match / Women's Sabre Team Gold Medal Match /
Women's Sabre Team Victory Ceremony";
Fencing;Makuhari Messe Hall B;2021-08-01;09:00;16:00;"Men's Foil Team Table of 16 / Men's Foil Team Quarterfinals / Men's Foil Team Classification 5-8 / Men's Foil Team Semifinals /  Men's Foil Team Placement 5-6 /
Men's Foil Team Placement 7-8";
Fencing;Makuhari Messe Hall B;2021-08-01;18:30;21:20;"Men's Foil Team Bronze Medal Match /
Men's Foil Team Gold Medal Match / Men's Foil Team Victory Ceremony";
Football;Sapporo Dome;2021-07-21;16:30;21:30;Women's First Round (2 matches);
Football;Miyagi Stadium;2021-07-21;17:00;22:00;Women's First Round (2 matches);
Football;Tokyo Stadium;2021-07-21;17:30;22:30;Women's First Round (2 matches);
Football;Sapporo Dome;2021-07-22;16:30;21:30;Men's First Round (2 matches);
Football;Tokyo Stadium;2021-07-22;17:00;22:00;Men's First Round (2 matches);
Football;Ibaraki Kashima Stadium;2021-07-22;17:00;22:00;Men's First Round (2 matches);
Football;International Stadium Yokohama;2021-07-22;17:30;22:30;Men's First Round (2 matches);
Football;Sapporo Dome;2021-07-24;16:30;21:30;Women's First Round (2 matches);
Football;Miyagi Stadium;2021-07-24;17:00;22:00;Women's First Round (2 matches);
Football;Saitama Stadium;2021-07-24;17:30;22:30;Women's First Round (2 matches);
Football;Sapporo Dome;2021-07-25;16:30;21:30;Men's First Round (2 matches);
Football;Ibaraki Kashima Stadium;2021-07-25;17:00;22:00;Men's First Round (2 matches);
Football;Saitama Stadium;2021-07-25;17:00;22:00;Men's First Round (2 matches);
Football;International Stadium Yokohama;2021-07-25;17:30;22:30;Men's First Round (2 matches);
Football;Miyagi Stadium;2021-07-27;17:00;22:00;Women's First Round (2 matches);
Football;Ibaraki Kashima Stadium;2021-07-27;17:00;22:00;Women's First Round (2 matches);
Football;Saitama Stadium;2021-07-27;20:30;22:30;Women's First Round(1 match);
Football;International Stadium Yokohama;2021-07-27;20:30;22:30;Women's First Round(1 match);
Football;Sapporo Dome;2021-07-28;17:30;22:30;Men's First Round (2 matches);
Football;Miyagi Stadium;2021-07-28;17:00;22:00;Men's First Round (2 matches);
Football;Saitama Stadium;2021-07-28;17:00;22:00;Men's First Round (2 matches);
Football;International Stadium Yokohama;2021-07-28;17:30;22:30;Men's First Round (2 matches);
Football;Miyagi Stadium;2021-07-30;17:00;20:00;Women's Quarterfinal;
Football;Ibaraki Kashima Stadium;2021-07-30;18:00;21:00;Women's Quarterfinal;
Football;Saitama Stadium;2021-07-30;19:00;22:00;Women's Quarterfinal;
Football;International Stadium Yokohama;2021-07-30;20:00;23:00;Women's Quarterfinal;
Football;Miyagi Stadium;2021-07-31;17:00;20:00;Men's Quarterfinal;
Football;Ibaraki Kashima Stadium;2021-07-31;18:00;21:00;Men's Quarterfinal;
