Competition Schedule for 2021: The Event Line-up for Each Session of the Olympic Games Tokyo 2020;;;;;;
SPORT(DISCIPLINE);VENUE;DATE;START TIME;END TIME;EVENT;
Football;Saitama Stadium;2021-07-31;19:00;22:00;Men's Quarterfinal;
Football;International Stadium Yokohama;2021-07-31;20:00;23:00;Men's Quarterfinal;
Football;Ibaraki Kashima Stadium;2021-08-02;17:00;20:00;Women's Semifinal;
Football;International Stadium Yokohama;2021-08-02;20:00;23:00;Women's Semifinal;
Football;Ibaraki Kashima Stadium;2021-08-03;17:00;20:00;Men's Semifinal;
Football;Saitama Stadium;2021-08-03;20:00;23:00;Men's Semifinal;
Football;Ibaraki Kashima Stadium;2021-08-05;17:00;20:00;Women's Bronze Medal Match;
Football;Olympic Stadium;2021-08-06;11:00;14:00;"Women's Gold Medal Match /
Women's Victory Ceremony";
Football;Saitama Stadium;2021-08-06;20:00;23:00;Men's Bronze Medal Match;
Football;International Stadium Yokohama;2021-08-07;20:30;23:30;"Men's Gold Medal Match /
Men's Victory Ceremony";
Golf;Kasumigaseki Country Club;2021-07-29;07:30;15:30;Men's Individual Stroke Play Round 1;
Golf;Kasumigaseki Country Club;2021-07-30;07:30;15:30;Men's Individual Stroke Play Round 2;
Golf;Kasumigaseki Country Club;2021-07-31;07:30;15:30;Men's Individual Stroke Play Round 3;
Golf;Kasumigaseki Country Club;2021-08-01;07:30;16:00;"Men's Individual Stroke Play Round 4 /
Men's Victory Ceremony";
Golf;Kasumigaseki Country Club;2021-08-04;07:30;15:30;Women's Individual Stroke Play Round 1;
Golf;Kasumigaseki Country Club;2021-08-05;07:30;15:30;Women's Individual Stroke Play Round 2;
Golf;Kasumigaseki Country Club;2021-08-06;07:30;15:30;Women's Individual Stroke Play Round 3;
Golf;Kasumigaseki Country Club;2021-08-07;07:30;16:00;"Women's Individual Stroke Play Round 4 /
Women's Victory Ceremony";
Handball;Yoyogi National Stadium;2021-07-24;09:00;12:30;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-24;14:15;17:45;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-24;19:30;23:00;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-25;09:00;12:30;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-25;14:15;17:45;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-25;19:30;23:00;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-26;09:00;12:30;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-26;14:15;17:45;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-26;19:30;23:00;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-27;09:00;12:30;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-27;14:15;17:45;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-27;19:30;23:00;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-28;09:00;12:30;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-28;14:15;17:45;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-28;19:30;23:00;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-29;09:00;12:30;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-29;14:15;17:45;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-29;19:30;23:00;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-30;09:00;12:30;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-30;14:15;17:45;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-30;19:30;23:00;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-31;09:00;12:30;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-31;14:15;17:45;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-07-31;19:30;23:00;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-01;09:00;12:30;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-01;14:15;17:45;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-01;19:30;23:00;Men's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-02;09:00;12:30;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-02;14:15;17:45;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-02;19:30;23:00;Women's Preliminaries (2 matches);
Handball;Yoyogi National Stadium;2021-08-03;09:30;11:30;Men's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-03;13:15;15:15;Men's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-03;17:00;19:00;Men's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-03;20:45;22:45;Men's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-04;09:30;11:30;Women's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-04;13:15;15:15;Women's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-04;17:00;19:00;Women's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-04;20:45;22:45;Women's Quarterfinal;
Handball;Yoyogi National Stadium;2021-08-05;17:00;19:00;Men's Semifinal;
Handball;Yoyogi National Stadium;2021-08-05;21:00;23:00;Men's Semifinal;
Handball;Yoyogi National Stadium;2021-08-06;17:00;19:00;Women's Semifinal;
Handball;Yoyogi National Stadium;2021-08-06;21:00;23:00;Women's Semifinal;
Handball;Yoyogi National Stadium;2021-08-07;17:00;19:00;Men's Bronze Medal Match;
Handball;Yoyogi National Stadium;2021-08-07;21:00;23:30;"Men's Gold Medal Match /
Men's Victory Ceremony";
Handball;Yoyogi National Stadium;2021-08-08;11:00;13:00;Women's Bronze Medal Match;
Handball;Yoyogi National Stadium;2021-08-08;15:00;17:30;"Women's Gold Medal Match /
Women's Victory Ceremony";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-24;09:30;13:15;"Men's Pool A, Japan vs Australia /
Men's Pool B, Netherlands vs Belgium";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-24;10:00;13:45;"Men's Pool A, New Zealand vs India /
Men's Pool A, Argentina vs Spain";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-24;18:30;22:15;"Men's Pool B, Great Britain vs South Africa /
Women's Pool A, Netherlands vs India";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-24;19:00;22:45;"Men's Pool B, Canada vs Germany /
Women's Pool A, Ireland vs South Africa";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-25;09:30;13:15;"Women's Pool A, Great Britain vs Germany /
Women's Pool B, Japan vs China";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-25;10:00;13:45;"Women's Pool B, Australia vs Spain /
Women's Pool B, New Zealand vs Argentina";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-25;18:30;22:15;"Men's Pool A, India vs Australia /
Men's Pool A, Spain vs New Zealand";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-25;19:00;22:45;"Men's Pool A, Japan vs Argentina /
Men's Pool B, South Africa vs Netherlands";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-26;09:30;13:15;"Men's Pool B, Germany vs Belgium /
Men's Pool B, Great Britain vs Canada";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-26;10:00;13:45;"Women's Pool A, Netherlands vs Ireland /
Women's Pool B, Australia vs China";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-26;18:30;22:15;"Women's Pool A, South Africa vs Great Britain /
Women's Pool B, Japan vs New Zealand";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-26;19:00;22:45;"Women's Pool B, Argentina vs Spain /
Women's Pool A, Germany vs India";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-27;09:30;13:15;"Men's Pool A, Argentina vs Australia /
Men's Pool A, Japan vs New Zealand";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-27;10:00;13:45;"Men's Pool A, India vs Spain /
Men's Pool B, Germany vs Great Britain";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-27;18:30;22:15;"Men's Pool B, Belgium vs South Africa /
Men's Pool B, Netherlands vs Canada";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-28;09:30;13:15;"Women's Pool A, Netherlands vs South Africa /
Women's Pool B, New Zealand vs Spain";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-28;10:00;13:45;"Women's Pool A, Great Britain vs India /
Women's Pool A, Germany vs Ireland";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-28;18:30;22:15;"Women's Pool B, Japan vs Australia /
Men's Pool A, Japan vs Spain";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-28;19:00;22:45;"Women's Pool B, Argentina vs China /
Men's Pool A, Australia vs New Zealand";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-29;09:30;13:15;"Men's Pool A, India vs Argentina /
Men's Pool B, South Africa vs Germany";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-29;10:00;13:45;"Men's Pool B, Belgium vs Canada /
Men's Pool B, Netherlands vs Great Britain";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-29;18:30;22:15;"Women's Pool B, Spain vs China /
Women's Pool B, Japan vs Argentina";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-29;19:00;22:45;"Women's Pool A, Great Britain vs Netherlands /
Women's Pool B, New Zealand vs Australia";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-30;09:30;13:15;"Women's Pool A, South Africa vs Germany /
Women's Pool A, Ireland vs India";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-30;10:00;13:45;"Men's Pool A, Australia vs Spain /
Men's Pool B, Canada vs South Africa";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-30;18:30;22:15;"Men's Pool A, Japan vs India /
Men's Pool B, Germany vs Netherlands";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-30;19:00;22:45;"Men's Pool A, Argentina vs New Zealand /
Men's Pool B, Belgium vs Great Britain";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-31;09:30;13:15;"Women's Pool B, China vs New Zealand /
Women's Pool B, Argentina vs Australia";
Hockey;Oi Hockey Stadium - South Pitch;2021-07-31;10:00;13:45;"Women's Pool B, Japan vs Spain /
Women's Pool A, India vs South Africa";
Hockey;Oi Hockey Stadium - North Pitch;2021-07-31;18:30;22:15;"Women's Pool A, Germany vs Netherlands /
Women's Pool A, Ireland vs Great Britain";
Hockey;Oi Hockey Stadium - North Pitch;2021-08-01;09:30;13:45;Men's Quarterfinals (2 matches);
Hockey;Oi Hockey Stadium - North Pitch;2021-08-01;18:30;22:45;Men's Quarterfinals (2 matches);
Hockey;Oi Hockey Stadium - North Pitch;2021-08-02;09:30;13:45;Women's Quarterfinals (2 matches);
Hockey;Oi Hockey Stadium - North Pitch;2021-08-02;18:30;22:45;Women's Quarterfinals (2 matches);
Hockey;Oi Hockey Stadium - North Pitch;2021-08-03;10:30;12:15;Men's Semifinal;
Hockey;Oi Hockey Stadium - North Pitch;2021-08-03;19:00;20:45;Men's Semifinal;
Hockey;Oi Hockey Stadium - North Pitch;2021-08-04;10:30;12:15;Women's Semifinal;
Hockey;Oi Hockey Stadium - North Pitch;2021-08-04;19:00;20:45;Women's Semifinal;
Hockey;Oi Hockey Stadium - North Pitch;2021-08-05;10:30;12:15;Men's Bronze Medal Match;
Hockey;Oi Hockey Stadium - North Pitch;2021-08-05;19:00;21:10;"Men's Gold Medal Match /
Men's Victory Ceremony";
Hockey;Oi Hockey Stadium - North Pitch;2021-08-06;10:30;12:15;Women's Bronze Medal Match;
Hockey;Oi Hockey Stadium - North Pitch;2021-08-06;19:00;21:10;"Women's Gold Medal Match /
Women's Victory Ceremony";
Judo;Nippon Budokan;2021-07-24;11:00;14:30;"Women -48 kg Elimination Rounds / Women -48 kg Quarterfinals /
Men -60 kg Elimination Rounds /
Men -60 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-24;17:00;19:40;"Women -48 kg Repechage / Women -48 kg Semifinals / Men -60 kg Repechage / Men -60 kg Semifinals /
Women -48 kg Contests for Bronze Medal / Women -48 kg Final /
Men -60 kg Contests for Bronze Medal / Men -60 kg Final /
Women -48 kg Victory Ceremony /
Men -60 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-25;11:00;14:30;"Women -52 kg Elimination Rounds / Women -52 kg Quarterfinals /
Men -66 kg Elimination Rounds /
Men -66 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-25;17:00;19:40;"Women -52 kg Repechage / Women -52 kg Semifinals / Men -66 kg Repechage / Men -66 kg Semifinals /
Women -52 kg Contests for Bronze Medal / Women -52 kg Final /
Men -66 kg Contests for Bronze Medal / Men -66 kg Final /
Women -52 kg Victory Ceremony /
Men -66 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-26;11:00;14:30;"Women -57kg Elimination Rounds / Women -57 kg Quarterfinals /
Men -73 kg Elimination Rounds /
Men -73 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-26;17:00;19:40;"Women -57 kg Repechage / Women -57 kg Semifinals / Men -73 kg Repechage / Men -73 kg Semifinals /
Women -57 kg Contests for Bronze Medal / Women -57 kg Final /
Men -73 kg Contests for Bronze Medal / Men -73 kg Final /
Women -57 kg Victory Ceremony /
Men -73 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-27;11:00;14:30;"Women -63kg Elimination Rounds / Women -63 kg Quarterfinals /
Men -81 kg Elimination Rounds /
Men -81 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-27;17:00;19:40;"Women -63 kg Repechage / Women -63 kg Semifinals / Men -81 kg Repechage / Men -81 kg Semifinals /
Women -63 kg Contests for Bronze Medal / Women -63 kg Final /
Men -81 kg Contests for Bronze Medal / Men -81 kg Final /
Women -63 kg Victory Ceremony /
Men -81 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-28;11:00;14:30;"Women -70kg Elimination Rounds / Women -70 kg Quarterfinals /
Men -90 kg Elimination Rounds /
Men -90 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-28;17:00;19:40;"Women -70 kg Repechage / Women -70 kg Semifinals / Men -90 kg Repechage / Men -90 kg Semifinals /
Women -70 kg Contests for Bronze Medal / Women -70 kg Final /
Men -90 kg Contests for Bronze Medal / Men -90 kg Final /
Women -70 kg Victory Ceremony /
Men -90 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-29;11:00;14:30;"Women -78 kg Elimination Rounds / Women -78 kg Quarterfinals /
Men -100kg Elimination Rounds /
Men -100 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-29;17:00;19:40;"Women -78 kg Repechage / Women -78 kg Semifinals / Men -100 kg Repechage / Men -100 kg Semifinals /
Women -78 kg Contests for Bronze Medal / Women -78 kg Final /
Men -100 kg Contests for Bronze Medal / Men -100 kg Final /
Women -78 kg Victory Ceremony /
Men -100 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-30;11:00;14:30;"Women +78 kg Elimination Rounds / Women +78 kg Quarterfinals /
Men +100kg Elimination Rounds /
Men +100 kg Quarterfinals";
Judo;Nippon Budokan;2021-07-30;17:00;19:40;"Women +78 kg Repechage / Women +78 kg Semifinals / Men +100 kg Repechage / Men +100 kg Semifinals /
Women +78 kg Contests for Bronze Medal / Women +78 kg Final /
Men +100 kg Contests for Bronze Medal / Men +100 kg Final /
Women +78 kg Victory Ceremony /
Men +100 kg Victory Ceremony";
Judo;Nippon Budokan;2021-07-31;11:00;14:30;"Mixed Team Elimination rounds / Mixed Team Quarterfinals / Mixed Team Repechage /
Mixed Team Semifinals";
Judo;Nippon Budokan;2021-07-31;17:00;19:40;"Mixed Team Match for Bronze Medal / Mixed Team Final /
Mixed Team Victory Ceremony";
Karate;Nippon Budokan;2021-08-05;10:00;14:45;"Women's Kata Elimination Round / Women's Kata Ranking Round /
Men's Kumite -67 kg Elimination Round";
Karate;Nippon Budokan;2021-08-05;17:00;21:40;"Women's Kumite -55 kg Elimination Round / Women's Kata Bronze Medal Bouts / Women's Kata Final Bout /
Men's Kumite -67 kg Semifinals / Women's Kumite -55 kg Semifinals / Men's Kumite -67 kg Final / Women's Kumite -55 kg Final / Women's Kata Victory Ceremony /
Men's Kumite -67 kg Victory Ceremony /
Women's Kumite -55 kg Victory Ceremony";
Karate;Nippon Budokan;2021-08-06;10:00;14:45;"Men's Kata Elimination Round / Men's Kata Ranking Round /
Women's Kumite  -61 kg Elimination Round";
Karate;Nippon Budokan;2021-08-06;17:00;21:40;"Men's Kumite -75 kg Elimination Round / Men's Kata Bronze Medal Bouts /
Men's Kata Final Bout /
Women's Kumite -61 kg Semifinals / Men's Kumite -75 kg Semifinals / Women's Kumite -61 kg Final / Men's Kumite -75 kg Final /
Men's Kata Victory Ceremony /
Women's Kumite -61 kg Victory Ceremony / Men's Kumite -75 kg Victory Ceremony";
Karate;Nippon Budokan;2021-08-07;14:00;20:35;"Women's Kumite +61 kg Elimination Round / Men's Kumite +75 kg Elimination Round / Women's Kumite +61 kg Semifinals /
Men's Kumite +75 kg Semifinals / Women's Kumite +61 kg Final / Men's Kumite +75 kg Final /
Women's Kumite +61 kg Victory Ceremony /
Men's Kumite +75 kg Victory Ceremony";
Marathon Swimming;Odaiba Marine Park;2021-08-04;07:00;9:40;"Women's 10km /
Women's Victory Ceremony";
Marathon Swimming;Odaiba Marine Park;2021-08-05;07:00;9:40;"Men's 10km /
Men's Victory Ceremony";
Modern Pentathlon;Musashino Forest Sport Plaza;2021-08-05;13:00;19:30;"Women's Fencing Ranking Round /
Men's Fencing Ranking Round";
Modern Pentathlon;Tokyo Stadium;2021-08-06;14:30;20:15;"Women's Swimming /
Women's Fencing Bonus Round / Women's Riding Show Jumping / Women's Laser Run /
Women's Victory Ceremony";
Modern Pentathlon;Tokyo Stadium;2021-08-07;14:30;20:15;"Men's Swimming /
Men's Fencing Bonus Round / Men's Riding Show Jumping / Men's Laser Run /
Men's Victory Ceremony";
Rhythmic Gymnastics;Ariake Gymnastics Centre;2021-08-06;10:20;13:15;Women's Individual All-Around Qualification;
Rhythmic Gymnastics;Ariake Gymnastics Centre;2021-08-06;14:50;17:45;Women's Individual All-Around Qualification;
Rhythmic Gymnastics;Ariake Gymnastics Centre;2021-08-07;10:00;12:40;Women's Group All-Around Qualification;
Rhythmic Gymnastics;Ariake Gymnastics Centre;2021-08-07;15:20;17:50;"Women's Individual All-Around Final /
Women's Individual All-Around Victory Ceremony";
Rhythmic Gymnastics;Ariake Gymnastics Centre;2021-08-08;11:00;12:45;"Women's Group All-Around Final /
Women's Group All-Around Victory Ceremony";
Rowing;Sea Forest Waterway;2021-07-23;08:30;12:10;"Men's Single Sculls Heats / Women's Single Sculls Heats / Men's Double Sculls Heats / Women's Double Sculls Heats / Men's Quadruple Sculls Heats /
Women's Quadruple Sculls Heats";
Rowing;Sea Forest Waterway;2021-07-24;08:30;12:30;"Women's Single Sculls Repechages / Men's Single Sculls Repechages / Women's Double Sculls Repechage / Men's Double Sculls Repechage / Women's Pair Heats /
Men's Pair Heats /
Women's Lightweight Double Sculls Heats / Men's Lightweight Double Sculls Heats / Women's Four Heats /
Men's Four Heats";
Rowing;Sea Forest Waterway;2021-07-25;9:00;11:40;"Men's Single Sculls Semifinals E/F / Women's Single Sculls Semifinals E/F / Men's Pair Repechage /
Women's Pair Repechage /
Men's Lightweight Double Sculls Repechages / Women's Lightweight Double Sculls Repechages / Men's Quadruple Sculls Repechage /
Women's Quadruple Sculls Repechage / Men's Eight Heats /
Women's Eight Heats";
Rowing;Sea Forest Waterway;2021-07-26;9:00;11:20;"Women's Single Sculls Quarterfinals / Men's Single Sculls Quarterfinals / Women's Double Sculls Semifinals / Men's Double Sculls Semifinals / Women's Four Repechage /
Men's Four Repechage";
Rowing;Sea Forest Waterway;2021-07-27;08:30;12:00;"Men's Single Sculls Semifinals C/D / Women's Single Sculls Semifinals C/D / Men's Lightweight Double Sculls Final C / Women's Lightweight Double Sculls Final C / Men's Quadruple Sculls Final B /
Women's Quadruple Sculls Final B / Men's Quadruple Sculls Final A / Women's Quadruple Sculls Final A /
Men's Quadruple Sculls Victory Ceremony / Men's Pair Semifinals A/B /
Women's Quadruple Sculls Victory Ceremony / Women's Pair Semifinals A/B /
Men's Lightweight Double Sculls Semifinals A/B / Women's Lightweight Double Sculls Semifinals A/B";
Rowing;Sea Forest Waterway;2021-07-28;08:30;11:40;"Women's Double Sculls Final B / Men's Double Sculls Final B / Women's Four Final B /
Men's Four Final B /
Women's Double Sculls Final A / Men's Double Sculls Final A /
Women's Double Sculls Victory Ceremony / Women's Four Final A /
Men's Double Sculls Victory Ceremony / Men's Four Finals A /
Women's Four Victory Ceremony / Women's Eight Repechage /  Men's Four Victory Ceremony / Men's Eight Repechage /
Women's Single Sculls Semifinals A/B /
Men's Single Sculls Semifinals A/B";
Rowing;Sea Forest Waterway;2021-07-29;08:30;11:50;"Men's Single Sculls Final F / Women's Single Sculls Final F / Men's Single Sculls Final E / Women's Single Sculls Final E / Men's Pair Final A /
Women's Pair Final A /
Men's Pair Victory Ceremony /
Men's Lightweight Double Sculls Final A / Women's Pair Victory Ceremony /
Women's Lightweight Double Sculls Final A /
Men's Lightweight Double Sculls Victory Ceremony / Men's Pairs Final B /
Women's Lightweight Double Sculls Victory Ceremony / Women's Pairs Final B /
Men's Lightweight Double Sculls Final B / Women's Lightweight Double Sculls Final B / Women's Single Sculls Final D /
Men's Single Sculls Final D";
Rowing;Sea Forest Waterway;2021-07-30;08:45;10:55;"Women's Single Sculls Final C / Men's Single Sculls Final C / Women's Single Sculls Final B / Men's Single Sculls Final B / Women's Single Sculls Final A / Men's Single Sculls Final A /
Women's Single Sculls Victory Ceremony / Women's Eight Final A /
Men's Single Sculls Victory Ceremony / Men's Eight Final A /
Women's Eight Victory Ceremony /
Men's Eight Victory Ceremony";
Rugby;Tokyo Stadium;2021-07-26;09:00;12:00;Men's Pool Round (6 matches);
Rugby;Tokyo Stadium;2021-07-26;16:30;19:30;Men's Pool Round (6 matches);
Rugby;Tokyo Stadium;2021-07-27;09:00;12:00;Men's Pool Round (6 matches);
Rugby;Tokyo Stadium;2021-07-27;16:30;19:30;"Men's Placing 9-12 (2 matches) /
Men's Quarter-finals (4 matches)";
Rugby;Tokyo Stadium;2021-07-28;09:00;12:00;"Men's Placing 11-12 / Men's Placing 9-10 /
Men's Placing 5-8 (2 matches) /
Men's Semi-finals (2 matches)";
Rugby;Tokyo Stadium;2021-07-28;16:30;19:00;"Men's Placing 7-8 / Men's Placing 5-6 /
Men's Bronze Medal Match / Men's Gold Medal Match /
Men's Victory Ceremony";
Rugby;Tokyo Stadium;2021-07-29;09:00;12:00;Women's Pool Round (6 matches);
Rugby;Tokyo Stadium;2021-07-29;16:30;19:30;Women's Pool Round (6 matches);
Rugby;Tokyo Stadium;2021-07-30;09:00;12:00;Women's Pool Round (6 matches);
Rugby;Tokyo Stadium;2021-07-30;16:30;19:30;"Women's Placing 9-12 (2 matches) /
Women's Quarter-finals (4 matches)";
Rugby;Tokyo Stadium;2021-07-31;09:00;12:00;"Women's Placing 11-12 / Women's Placing 9-10 /
Women's Placing 5-8 (2 matches) /
Women's Semi-finals (2 matches)";
Rugby;Tokyo Stadium;2021-07-31;16:30;19:00;"Women's Placing 7-8 /  Women's Placing 5-6 /  Women's Bronze Medal Match / Women's Gold Medal Match /
Women's Victory Ceremony";
Sailing;Enoshima Yacht Harbour;2021-07-25;12:00;18:00;"RS:X Men / RS:X Women / Laser Men /
Laser Radial Women";
Sailing;Enoshima Yacht Harbour;2021-07-26;12:00;18:00;"RS:X Men / RS:X Women / Laser Men /
Laser Radial Women";
Sailing;Enoshima Yacht Harbour;2021-07-27;12:00;18:00;"Laser Men /
Laser Radial Women / Finn Men /
49er Men /
49er FX Women";
Sailing;Enoshima Yacht Harbour;2021-07-28;12:00;18:00;"RS:X Men / RS:X Women / Finn Men / 470 Men /
470 Women / 49er Men /
49er FX Women /
Foiling Nacra 17 Mixed";
Sailing;Enoshima Yacht Harbour;2021-07-29;12:00;18:00;"RS:X Men / RS:X Women / Laser Men /
Laser Radial Women / Finn Men /
470 Men /
470 Women /
Foiling Nacra 17 Mixed";
Sailing;Enoshima Yacht Harbour;2021-07-30;12:00;18:00;"Laser Men /
Laser Radial Women / 470 Men /
470 Women / 49er Men /
49er FX Women";
Sailing;Enoshima Yacht Harbour;2021-07-31;12:00;18:00;"Finn Men / 49er Men /
49er FX Women / Foiling Nacra 17 Mixed /
RS:X Women - Medal Race / RS:X Men - Medal Race /
RS:X Women - Victory Ceremony /
RS:X Men - Victory Ceremony";
Sailing;Enoshima Yacht Harbour;2021-08-01;12:00;18:00;"Finn Men / 470 Men /
470 Women /
Foiling Nacra 17 Mixed / Laser Men - Medal Race /
Laser Radial Women - Medal Race / Laser Men - Victory Ceremony /
Laser Radial Women - Victory Ceremony";
Sailing;Enoshima Yacht Harbour;2021-08-02;12:00;18:00;"470 Men /
470 Women /
49er FX Women - Medal Race / 49er Men - Medal Race /
49er FX Women - Victory Ceremony /
49er Men - Victory Ceremony";
Sailing;Enoshima Yacht Harbour;2021-08-03;14:30;16:55;"Finn Men - Medal Race /
Foiling Nacra 17 Mixed - Medal Race / Finn Men - Victory Ceremony /
Foiling Nacra 17 Mixed - Victory Ceremony";
Sailing;Enoshima Yacht Harbour;2021-08-04;14:30;16:55;"470 Men - Medal Race / 470 Women - Medal Race /
470 Men - Victory Ceremony /
470 Women - Victory Ceremony";
Shooting;Asaka Shooting Range - R?P Qual.?Finals;2021-07-24;08:30;16:30;"10m Air Rifle Women's Qualification / 10m Air Rifle Women's Finals /
10m Air Rifle Women's Victory Ceremony / 10m Air Pistol Men's Qualification /
10m Air Pistol Men's Finals /
10m Air Pistol Men's Victory Ceremony";
Shooting;Asaka Shooting Range - Shotgun Range;2021-07-25;09:00;16:00;"Skeet Women's Qualification - Day 1 /
Skeet Men's Qualification - Day 1";
Shooting;Asaka Shooting Range - R?P Qual.?Finals;2021-07-25;09:00;16:30;"10m Air Pistol Women's Qualification / 10m Air Pistol Women's Finals /
10m Air Pistol Women's Victory Ceremony / 10m Air Rifle Men's Qualification /
10m Air Rifle Men's Finals /
10m Air Rifle Men's Victory Ceremony";
Shooting;Asaka Shooting Range - Shotgun Range;2021-07-26;09:00;17:15;"Skeet Women's Qualification - Day 2 / Skeet Men's Qualification - Day 2 / Skeet Women's Finals /
Skeet Men's Finals /
Skeet Women's Victory Ceremony / Skeet Men's Victory Ceremony";
Shooting;Asaka Shooting Range - R?P Qual.?Finals;2021-07-27;09:00;16:30;"10m Air Pistol Mixed Team Qualification / 10m Air Pistol Mixed Team Finals /
10m Air Pistol Mixed Team Victory Ceremony / 10m Air Rifle Mixed Team Qualification /
10m Air Rifle Mixed Team Finals /
10m Air Rifle Mixed Team Victory Ceremony";
Shooting;Asaka Shooting Range - Shotgun Range;2021-07-28;09:00;16:00;"Trap Women's Qualification  - Day 1 /
Trap Men's Qualification - Day 1";
Shooting;Asaka Shooting Range - R?P Finals Hall;2021-07-29;09:00;12:45;25m Pistol Women's Precision Stage;
Shooting;Asaka Shooting Range - Shotgun Range;2021-07-29;09:00;16:55;"Trap Women's Qualification - Day 2 / Trap Men's Qualification - Day 2 / Trap Women's Finals /
Trap Men's Finals /
Trap Women's Victory Ceremony / Trap Men's Victory Ceremony";
